cip_code,major,cip_family,traditional_entry_point,traditional_entry_median_wage_usd,new_entry_point_1,new_entry_point_2,new_entry_point_3,new_entry_wage_low_usd,new_entry_wage_high_usd,wage_lift_at_midpoint_usd,wage_source
51.3821,Geriatric Nurse/Nursing,Health Professions,Long-term care nurse,85000,In-home Medicare Advantage assessment clinician,Dementia care program lead,Senior housing clinical operations lead,88000,125000,21500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3822,Women's Health Nurse/Nursing,Health Professions,Clinic women's health nurse practitioner,118000,Virtual women's health clinician,Menopause and fertility program lead,Femtech clinical product lead,120000,160000,22000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3824,Forensic Nursing,Health Professions,Hospital forensic examiner nurse,92000,Legal nurse consultant,Medicolegal investigation lead,Trauma-informed systems program designer,95000,140000,25500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",Health Professions,Staff nurse,92000,Nurse informaticist,Payer care management nurse,Clinical operations analyst,88000,130000,17000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3901,Licensed Practical/Vocational Nurse Training,Health Professions,Long-term care practical nurse,62000,Remote care coordination nurse,Home infusion nurse,Clinical triage support specialist,62000,85000,11500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3902,Nursing Assistant/Aide and Patient Care Assistant/Aide,Health Professions,Hospital or nursing home aide,42000,Remote patient monitoring aide,In-home assessment assistant,Care navigation associate,48000,70000,17000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",Health Professions,Clinic nursing support,45000,Clinical operations associate,Patient access and triage coordinator,Home care team lead,52000,78000,20000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0101,"Business/Commerce, General",Business,Management trainee,60000,Revenue operations analyst,Business systems analyst,Marketplace operations associate,75000,110000,32500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0201,"Business Administration and Management, General",Business,Management trainee,62000,GTM systems administrator,Forward deployed operations associate,Supply chain planning analyst,78000,140000,47000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management",Business,Buyer or purchasing agent,68000,Source-to-pay automation analyst,SaaS and AI vendor spend manager,Contract lifecycle management analyst,85000,125000,37000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0203,"Logistics, Materials, and Supply Chain Management",Business,Logistics coordinator,58000,Supply network data analyst,Warehouse automation program lead,Trade and tariff compliance analyst,80000,120000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0204,Office Management and Supervision,Business,Office manager,62000,Workplace experience operations lead,Business operations analyst,Executive operations associate,75000,115000,33000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0205,Operations Management and Supervision,Business,Operations supervisor,68000,Process automation analyst,AI deployment operations lead,Capacity and throughput analyst,82000,125000,35500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0206,Non-Profit/Public/Organizational Management,Business,Nonprofit program manager,62000,Impact measurement analyst,Grants automation and compliance lead,Public sector delivery consultant,72000,110000,29000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0207,Customer Service Management,Business,Call center supervisor,60000,Support AI deployment and QA lead,Customer experience data analyst,Knowledge operations manager,78000,115000,36500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0208,E-Commerce/Electronic Commerce,Business,Online store merchandiser,58000,Retail media and marketplace ads analyst,Lifecycle and conversion growth analyst,Commerce platform migration specialist,78000,120000,41000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0209,Transportation/Mobility Management,Business,Fleet or transit operations coordinator,62000,Autonomous fleet operations analyst,EV charging network operations lead,Mobility demand analyst,80000,120000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0210,Research and Development Management,Business,Research program coordinator,72000,Technical program manager,Research operations and lab automation lead,Innovation portfolio analyst,95000,140000,45500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0211,Project Management,Business,Project management office coordinator,68000,Technical program manager for AI rollouts,Delivery lead at an implementation partner,Portfolio analytics lead,90000,140000,47000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0212,Retail Management,Business,Store manager,58000,Retail media account manager,Store operations data analyst,Omnichannel fulfillment program lead,72000,110000,33000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0213,Organizational Leadership,Business,Team lead or HR generalist,62000,Change enablement lead for AI adoption,People analytics analyst,Internal enablement manager,80000,120000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0214,Research Administration,Business,University grants administrator,68000,Research security and compliance analyst,Clinical trial budget lead,Research data governance manager,82000,120000,33000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0215,Risk Management,Business,Corporate risk analyst,78000,AI and model risk analyst,Third-party risk lead,Operational resilience analyst,95000,140000,39500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0216,Science/Technology Management,Business,Technical operations coordinator,72000,Hardware program manager,Technical partnerships manager,Deep tech commercialization analyst,95000,145000,48000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0301,Accounting,Business,Audit associate,68000,Revenue operations analyst,Controls automation analyst,Digital asset accounting analyst,80000,120000,32000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0302,Accounting Technology/Technician and Bookkeeping,Business,Bookkeeper,48000,Accounting automation specialist,Outsourced controller associate,Payments reconciliation analyst,62000,95000,30500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0303,Auditing,Business,External audit associate,68000,IT and AI controls auditor,ESG assurance associate,Continuous audit data analyst,85000,125000,37000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0304,Accounting and Finance,Business,Financial analyst,72000,FP&A systems and modeling analyst,Fintech treasury analyst,Deal and diligence analyst,85000,130000,35500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0305,Accounting and Business/Management,Business,Staff accountant,65000,Business finance operations analyst,Order-to-cash automation lead,Finance data analyst,78000,115000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0401,"Administrative Assistant and Secretarial Science, General",Business,Administrative assistant,48000,Executive operations associate,Workflow automation coordinator,CRM operations associate,58000,90000,26000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0402,Executive Assistant/Executive Secretary,Business,Executive assistant,68000,Chief of staff associate,Business operations program lead,Founder operations partner,85000,135000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0406,Receptionist,Business,Front desk receptionist,38000,Workplace experience coordinator,Patient or client access coordinator,Customer operations associate,48000,72000,22000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0407,Business/Office Automation/Technology/Data Entry,Business,Data entry clerk,40000,No-code automation builder,Data quality operations analyst,AI training data operations associate,55000,88000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0408,General Office Occupations and Clerical Services,Business,Office clerk,40000,Operations coordinator,Records automation analyst,Billing and claims operations associate,52000,80000,26000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0409,"Parts, Warehousing, and Inventory Management Operations",Business,Inventory clerk,44000,Warehouse automation operations lead,Inventory and demand analyst,Reverse logistics coordinator,58000,90000,30000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0410,"Traffic, Customs, and Transportation Clerk/Technician",Business,Customs clerk,48000,Trade and tariff compliance analyst,Freight rate and data analyst,Cross-border ecommerce operations lead,65000,100000,34500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0411,Customer Service Support/Call Center/Teleservice Operation,Business,Call center agent,40000,AI support agent trainer and reviewer,Escalations and trust operations specialist,Knowledge base data analyst,55000,88000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0499,"Business Operations Support and Secretarial Services, Other",Business,Operations clerk,44000,Business operations associate,Process automation analyst,Vendor operations coordinator,55000,88000,27500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0501,"Business/Corporate Communications, General",Business,Corporate communications assistant,55000,Change communications lead,Executive content lead,Issues monitoring analyst,75000,115000,40000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0502,Grantsmanship,Business,Grant writer,60000,Grants data and compliance analyst,Public incentives consultant,Research development strategist,72000,110000,31000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0599,"Business/Corporate Communications, Other",Business,Communications coordinator,52000,Content operations manager,AI search visibility analyst,Employee experience communications lead,68000,105000,34500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0601,Business/Managerial Economics,Business,Corporate economic analyst,72000,Pricing and monetization analyst,Marketplace incentives analyst,Demand forecasting analyst,90000,130000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0701,Entrepreneurship/Entrepreneurial Studies,Business,Family or small business operator,55000,Founder associate at an early stage startup,Search fund and acquisition analyst,Venture platform lead,75000,125000,45000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0702,Franchising and Franchise Operations,Business,Franchise operations manager,65000,Multi-unit acquisition operator,Franchise development analytics lead,Field technology rollout manager,78000,115000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0703,Small Business Administration/Management,Business,Small business manager,55000,SMB fintech onboarding lead,Fractional operations manager,Local services rollup operator,70000,110000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0704,Social Entrepreneurship,Business,Nonprofit program lead,55000,Impact fund operations analyst,Climate or health venture associate,Blended finance program manager,72000,115000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0801,"Finance, General",Business,Bank analyst,72000,Private credit and fund operations analyst,Fintech product and risk analyst,Treasury and payments analyst,90000,135000,40500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0803,Banking and Financial Support Services,Business,Branch banking associate,48000,Fraud and disputes analyst,Banking as a service operations lead,Compliance monitoring analyst,68000,105000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0804,Financial Planning and Services,Business,Advisory associate,62000,RIA operations and technology lead,Equity compensation planning specialist,Digital advice platform analyst,80000,125000,40500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0806,International Finance,Business,Corporate treasury analyst,75000,Cross-border payments analyst,FX and hedging operations lead,Global entity finance analyst,90000,135000,37500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0807,Investments and Securities,Business,Sell-side research associate,85000,Private markets data analyst,Secondaries and liquidity analyst,Systematic research associate,95000,145000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0808,Public Finance,Business,Municipal budget analyst,68000,Infrastructure project finance analyst,Tax credit and incentives analyst,Government technology finance lead,82000,125000,35500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0809,Credit Management,Business,Credit analyst,68000,Underwriting policy and model analyst,Embedded lending risk analyst,Collections automation lead,82000,125000,35500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0810,Financial Risk Management,Business,Bank risk analyst,82000,Model risk and AI validation analyst,Digital asset risk analyst,Climate risk quantification analyst,100000,150000,43000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0899,"Finance and Financial Management Services, Other",Business,Finance associate,68000,Fund administration analyst,Fintech operations analyst,Financial data product analyst,82000,125000,35500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0901,"Hospitality Administration/Management, General",Business,Hotel operations manager,60000,Revenue management and pricing analyst,Short-term rental portfolio operator,Guest experience technology lead,72000,110000,31000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0903,Tourism and Travel Services Management,Business,Travel agency manager,55000,Travel technology partnerships lead,Destination marketing data analyst,Experiential trip designer,68000,105000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0904,Hotel/Motel Administration/Management,Business,Front office manager,55000,Revenue and distribution analyst,Property technology deployment lead,Branded residence operations manager,70000,108000,34000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0905,Restaurant/Food Services Management,Business,Restaurant general manager,58000,Multi-unit operations analyst,Delivery channel manager,Restaurant technology implementation lead,70000,110000,32000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0906,Resort Management,Business,Resort operations manager,65000,Wellness resort program director,Ancillary revenue analyst,Destination sustainability lead,75000,115000,30000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0907,Meeting and Event Planning,Business,Event coordinator,52000,Field marketing program manager,Hybrid event production lead,Community and conference operations manager,70000,110000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0908,Casino Management,Business,Casino floor supervisor,60000,Gaming compliance and AML analyst,Sports betting product operations lead,Player analytics manager,75000,120000,37500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0909,"Hotel, Motel, and Restaurant Management",Business,Property manager,58000,Hospitality operations analyst,Franchise performance manager,Loyalty and guest data analyst,70000,108000,31000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0910,Brewery/Brewpub Operations/Management,Business,Brewpub manager,55000,Beverage brand channel manager,Production planning and quality lead,Nonalcoholic category product manager,65000,100000,27500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.0999,"Hospitality Administration/Management, Other",Business,Hospitality supervisor,52000,Guest experience operations analyst,Hospitality technology account manager,Venue operations lead,65000,100000,30500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1001,"Human Resources Management/Personnel Administration, General",Business,Human resources generalist,65000,People analytics analyst,Talent systems automation lead,Compensation and equity analyst,82000,125000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1002,Labor and Industrial Relations,Business,Labor relations specialist,78000,Workforce transition and AI impact analyst,Contingent workforce program manager,Employment policy analyst,90000,135000,34500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1003,Organizational Behavior Studies,Business,Organization development associate,62000,Organizational effectiveness analyst,Employee listening science lead,Change enablement consultant,80000,120000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1004,Labor Studies,Business,Union or agency researcher,60000,Workforce data and policy analyst,Job quality program lead,Labor market research analyst,72000,110000,31000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1005,Human Resources Development,Business,Training coordinator,58000,Learning experience designer,Skills taxonomy and mobility analyst,AI upskilling program manager,75000,115000,37000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1006,Executive/Career Coaching,Business,Independent career coach,55000,Internal career mobility program lead,Coaching platform quality lead,Workforce transition consultant,70000,115000,37500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1099,"Human Resources Management and Services, Other",Business,Human resources coordinator,55000,HR systems and operations analyst,Employee relations case analyst,Total rewards analyst,70000,105000,32500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1101,International Business/Trade/Commerce,Business,Export or trade coordinator,60000,Global expansion operations lead,Sanctions and trade compliance analyst,International partnerships manager,80000,125000,42500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1201,"Management Information Systems, General",Business,IT business analyst,78000,Data platform analyst,Enterprise AI integration analyst,Identity and security systems analyst,95000,145000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1206,Information Resources Management,Business,Records manager,65000,Information governance and retention lead,Data privacy operations analyst,Content platform administrator,82000,125000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1207,Knowledge Management,Business,Knowledge base administrator,68000,Enterprise search and retrieval content lead,Taxonomy and ontology analyst,AI knowledge operations manager,90000,135000,44500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1299,"Management Information Systems and Services, Other",Business,Systems support analyst,65000,Integration and automation engineer,Business intelligence analyst,SaaS governance lead,85000,130000,42500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1301,Management Science,Business,Operations research analyst,85000,Optimization and simulation analyst,Pricing science analyst,Logistics network scientist,100000,150000,40000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1302,Business Statistics,Business,Statistical analyst,78000,Experimentation and causal inference analyst,Marketing mix modeling analyst,Forecasting scientist,95000,145000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1304,Actuarial Science,Business,Actuarial analyst,78000,Insurtech pricing analyst,Catastrophe and climate modeling analyst,Risk adjustment analyst,95000,145000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1401,"Marketing/Marketing Management, General",Business,Marketing coordinator,58000,Growth and lifecycle analyst,AI search visibility specialist,Product marketing associate,78000,120000,41000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1402,Marketing Research,Business,Market research analyst,68000,Consumer insights science lead,Win-loss and competitive intelligence analyst,Synthetic research validation analyst,85000,125000,37000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1403,International Marketing,Business,Regional marketing coordinator,60000,Localization and market entry lead,Cross-border growth manager,Global brand operations analyst,78000,118000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1404,Digital Marketing,Business,Digital marketing associate,58000,Paid media incrementality analyst,Retail media network manager,Customer data platform operations lead,78000,125000,43500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1499,"Marketing, Other",Business,Marketing associate,55000,Content operations and search analyst,Affiliate and partner program manager,Brand measurement analyst,72000,112000,37000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1501,Real Estate,Business,Residential agent or leasing manager,58000,Proptech underwriting analyst,Data center and industrial site analyst,Build-to-rent portfolio analyst,75000,125000,42000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1601,Taxation,Business,Tax associate,68000,Tax technology and automation analyst,Transfer pricing analyst,Energy and research credit specialist,85000,130000,39500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1701,Insurance,Business,Underwriting assistant,55000,Insurtech pricing and product analyst,Claims automation and fraud analyst,Parametric climate product specialist,75000,120000,42500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1801,"Sales, Distribution, and Marketing Operations, General",Business,Sales representative,58000,Sales operations and CRM analyst,Revenue enablement lead,Partner channel operations manager,75000,118000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1803,Retailing and Retail Operations,Business,Retail supervisor,48000,Retail operations analyst,Store technology rollout coordinator,Merchandise planning analyst,62000,98000,32000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1804,Selling Skills and Sales Operations,Business,Inside sales representative,55000,Technical account executive for AI products,Sales engineering associate,Expansion and renewals manager,80000,140000,55000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other",Business,Sales associate,45000,Ecommerce account manager,Category and pricing analyst,Field sales operations coordinator,60000,95000,32500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1901,Auctioneering,Business,Auctioneer,55000,Online marketplace category manager,Asset recovery and liquidation analyst,Authentication operations lead,65000,105000,30000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1902,Fashion Merchandising,Business,Assistant buyer,52000,Ecommerce merchandising analyst,Resale and circular commerce operations lead,Social commerce manager,68000,108000,36000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1903,Fashion Modeling,Business,Agency model,45000,Creator brand operator,Virtual try-on digital asset model,Casting and talent operations manager,55000,100000,32500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1904,Apparel and Accessories Marketing Operations,Business,Wholesale account coordinator,50000,Direct to consumer retention analyst,Marketplace channel manager,Sourcing and lifecycle analyst,65000,105000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1905,Tourism and Travel Services Marketing Operations,Business,Travel marketing coordinator,50000,Destination performance marketing analyst,Travel loyalty partnerships manager,Booking platform growth associate,65000,105000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1906,Tourism Promotion Operations,Business,Visitor bureau coordinator,48000,Visitor analytics lead,Creator partnership program manager,Sponsorship operations lead,62000,100000,33000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1907,Vehicle and Vehicle Parts and Accessories Marketing Operations,Business,Dealership or parts sales representative,55000,EV aftermarket channel manager,Fleet and mobility account manager,Parts catalog and ecommerce analyst,68000,108000,33000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1908,Business and Personal/Financial Services Marketing Operations,Business,Financial services marketing coordinator,55000,Fintech lifecycle marketing analyst,Compliance content operations lead,Demand generation analyst,72000,115000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1909,Special Products Marketing Operations,Business,Product sales coordinator,50000,Niche marketplace category lead,Product launch operations manager,Partner marketing associate,65000,105000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.1910,Hospitality and Recreation Marketing Operations,Business,Resort marketing coordinator,50000,Ticketing and experience growth analyst,Membership and loyalty manager,Venue partnerships lead,65000,105000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.2001,"Construction Management, General",Business,Assistant project manager,72000,Data center construction project engineer,Preconstruction cost modeling analyst,Reality capture and construction technology lead,90000,140000,43000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.2002,Construction Project Management,Business,Project engineer,75000,Renewables and grid project manager,Modular construction lead,Owner representative for capital programs,95000,145000,45000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.2099,"Construction Management, Other",Business,Field coordinator,65000,Scheduling and project controls analyst,Safety technology program lead,Commissioning coordinator,82000,125000,38500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
52.2101,Telecommunications Management,Business,Network operations coordinator,68000,Fiber and broadband program manager,Data center network capacity analyst,Private 5G deployment lead,88000,135000,43500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0101,"History, General",History,"Museum or archive assistant, K-12 teacher",58000,Trust and safety policy analyst,E-discovery and records analyst,Model red-team researcher,70000,110000,32000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0102,American  History (United States),History,Secondary history teacher,62000,Public policy research analyst,Cultural heritage digitization lead,Archival AI training data curator,70000,110000,28000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0103,European History,History,Academic research assistant,52000,Geopolitical risk analyst,Sanctions and export control researcher,Market context and localization researcher,75000,120000,45500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0104,History and Philosophy of Science and Technology,History,University lecturer or research assistant,58000,AI policy and governance researcher,Science communication and standards analyst,Technology ethics program lead,85000,135000,52000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0105,Public/Applied History,History,Historic preservation coordinator,55000,Cultural resource compliance analyst,Digital exhibit producer,Heritage grants manager,68000,105000,31500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0106,Asian History,History,Area studies research assistant,52000,Supply chain geopolitical analyst,Export control research analyst,Regional market entry analyst,78000,125000,49500,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0107,Canadian History,History,Archivist or teacher,55000,Cross-border policy analyst,Indigenous consultation coordinator,Resource permitting researcher,70000,110000,35000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0108,Military History,History,Command historian or teacher,62000,Open-source defense intelligence analyst,Wargaming and simulation designer,Defense technology program analyst,80000,130000,43000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
54.0199,"History, Other",History,Research or archive assistant,52000,Information provenance analyst,Knowledge curation lead for AI systems,Records governance analyst,70000,110000,38000,"Traditional wage: approximate BLS OEWS national median. New entry range: market estimate, first two years. Replace with OEWS join."
