cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
05.0121,Commonwealth Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0122,"Regional Studies (U.S., Canadian, Foreign)",Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0123,Chinese Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0124,French Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0125,German Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0126,Italian Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0127,Japanese Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0128,Korean Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0129,Polish Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0130,Spanish and Iberian Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0131,Tibetan Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0132,Ukraine Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0133,Irish Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0134,Latin American and Caribbean Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0135,Appalachian Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0136,Arctic Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0199,"Area Studies, Other",Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0200,Ethnic Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0201,African-American/Black Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0202,American Indian/Native American Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0206,Asian-American Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0207,Women's Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0208,Gay/Lesbian Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0209,Folklore Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0210,Disability Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0211,Deaf Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,interpreters and translators,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0212,Comparative Group Studies,Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.0299,"Ethnic, Cultural Minority, Gender, and Group Studies, Other",Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
05.9999,"Area, Ethnic, Cultural, Gender, and Group Studies, Other",Area Studies,humanities,cip2,Area and Ethnic Studies,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111
09.0100,"Communication, General",Communication,humanities,cip4,Communication,PR specialist,Developer advocate,"Explain a technical product to builders; writing and stage skills, not a press list.",,Training specialist,"Internal comms that has to change behavior — enablement, not announcements.",13-1151,Market research analyst,"Audience research sold as insight, not as coverage.",13-1161
09.0101,Speech Communication and Rhetoric,Communication,humanities,cip4,Communication,PR specialist,Developer advocate,"Explain a technical product to builders; writing and stage skills, not a press list.",,Training specialist,"Internal comms that has to change behavior — enablement, not announcements.",13-1151,Market research analyst,"Audience research sold as insight, not as coverage.",13-1161
09.0102,Mass Communication/Media Studies,Communication,humanities,cip4,Communication,PR specialist,Developer advocate,"Explain a technical product to builders; writing and stage skills, not a press list.",,Training specialist,"Internal comms that has to change behavior — enablement, not announcements.",13-1151,Market research analyst,"Audience research sold as insight, not as coverage.",13-1161
09.0401,Journalism,Communication,humanities,cip2,Communication,writers and authors,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0402,Broadcast Journalism,Communication,humanities,cip2,Communication,broadcast announcers and radio disc jockeys,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0404,Photojournalism,Communication,humanities,cip2,Communication,photographers,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0405,Business and Economic Journalism,Communication,humanities,cip2,Communication,news analysts,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0406,Cultural Journalism,Communication,humanities,cip2,Communication,news analysts,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0407,Science/Health/Environmental Journalism,Communication,humanities,cip2,Communication,news analysts,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0499,"Journalism, Other",Communication,humanities,cip2,Communication,news analysts,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0701,Radio and Television,Communication,humanities,cip2,Communication,broadcast announcers and radio disc jockeys,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0702,Digital Communication and Media/Multimedia,Communication,humanities,cip2,Communication,media and communication workers,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.0900,"Public Relations, Advertising, and Applied Communication",Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0901,"Organizational Communication, General",Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0902,Public Relations/Image Management,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0903,Advertising,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0904,Political Communication,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0905,Health Communication,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0906,Sports Communication,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0907,International and Intercultural Communication,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0908,Technical and Scientific Communication,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.0909,Communication Management and Strategic Communications,Communication,humanities,cip4,PR / Advertising / Applied Comms,PR coordinator,Market research / brand insights,"The brief and the audience, not the pitch deck or the clip book.",13-1161,Developer community / DevRel,A technical audience is still an audience; most PR majors never try it.,,Sales engineer,"If you can learn the product, this is comms with a technical quota instead of a media list.",41-9031
09.1001,Publishing,Communication,humanities,cip2,Communication,editors,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
09.9999,"Communication, Journalism, and Related Programs, Other",Communication,humanities,cip2,Communication,writers and authors,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031
10.0105,Communications Technology/Technician,Communications Technologies,other,cip2,Communications Technologies,film and video editors,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0201,Photographic and Film/Video Technology/Technician,Communications Technologies,other,cip2,Communications Technologies,audio and video technicians,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0202,Radio and Television Broadcasting Technology/Technician,Communications Technologies,other,cip2,Communications Technologies,camera operators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0203,Recording Arts Technology/Technician,Communications Technologies,other,cip2,Communications Technologies,audio and video technicians,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0204,Voice Writing Technology/Technician,Communications Technologies,other,cip2,Communications Technologies,court reporters and simultaneous captioners,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0299,"Audiovisual Communications Technologies/Technicians, Other",Communications Technologies,other,cip2,Communications Technologies,broadcast technicians,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0301,"Graphic Communications, General",Communications Technologies,other,cip2,Communications Technologies,prepress technicians and workers,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0302,Printing Management,Communications Technologies,other,cip2,Communications Technologies,printing press operators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0303,Prepress/Desktop Publishing and Digital Imaging Design,Communications Technologies,other,cip2,Communications Technologies,prepress technicians and workers,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0304,"Animation, Interactive Technology, Video Graphics, and Special Effects",Communications Technologies,other,cip2,Communications Technologies,special effects artists and animators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0305,"Graphic and Printing Equipment Operator, General Production",Communications Technologies,other,cip2,Communications Technologies,printing press operators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0306,Platemaker/Imager,Communications Technologies,other,cip2,Communications Technologies,prepress technicians and workers,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0307,Printing Press Operator,Communications Technologies,other,cip2,Communications Technologies,printing press operators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0308,Computer Typography and Composition Equipment Operator,Communications Technologies,other,cip2,Communications Technologies,prepress technicians and workers,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
10.0399,"Graphic Communications, Other",Communications Technologies,other,cip2,Communications Technologies,printing press operators,Sound designer for media,"Picture, games, and ads — the craft seat, not the booth.",27-4014,Production-software specialist,Vendors of editing and review tools hire people who already live in the suite.,,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0101,"Computer and Information Sciences, General",Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0102,Artificial Intelligence,Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0103,Information Technology,Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0104,Informatics,Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0105,Human-Centered Technology Design,Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0199,"Computer and Information Sciences,  Other",Computer Science,computing,cip4,Computer & Information Sciences,help desk,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture — chronically under-applied-to.",41-9031,Information security analyst,"Identity, logging, and controls — adjacent to systems work, not ticket-taking.",15-1212,Systems analyst (implementation / FDE),"Embed with the customer after the deal; half consultant, half engineer.",15-1211
11.0201,"Computer Programming/Programmer, General",Computer Science,computing,cip2,Computer and Information Sciences,computer network support specialists,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0202,"Computer Programming, Specific Applications",Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0203,"Computer Programming, Vendor/Product Certification",Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0204,Computer Game Programming,Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0205,"Computer Programming, Specific Platforms",Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0299,"Computer Programming, Other",Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0301,Data Processing and Data Processing Technology/Technician,Computer Science,computing,cip2,Computer and Information Sciences,computer occupations,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0401,Information Science/Studies,Computer Science,computing,cip2,Computer and Information Sciences,computer and information systems managers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0501,Computer Systems Analysis/Analyst,Computer Science,computing,cip2,Computer and Information Sciences,computer systems analysts,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0601,"Data Entry/Microcomputer Applications, General",Computer Science,computing,cip2,Computer and Information Sciences,data entry keyers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0602,Word Processing,Computer Science,computing,cip2,Computer and Information Sciences,word processors and typists,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0701,Computer Science,Computer Science,computing,cip4,Computer Science,software developer,Sales engineer,"Same technical bar as junior SWE, more customer contact, faster path into how software is bought.",41-9031,Developer advocate,"Sample apps, talks, and docs for a company whose customers are developers — not a product team.",,Information security analyst,Offense/defense and control design instead of shipping features.,15-1212
11.0801,"Web Page, Digital/Multimedia and Information Resources Design",Computer Science,computing,cip2,Computer and Information Sciences,web and digital interface designers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0802,Data Modeling/Warehousing and Database Administration,Computer Science,computing,cip2,Computer and Information Sciences,data scientists,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
